date, pm25, pm10, o3, no2, so2, co
06/02/2023,58,39,13,25, , 
07/02/2023,66,45,11,31, , 
08/02/2023,81,66,5,40, , 
09/02/2023,137,65,15,36, , 
10/02/2023,120,49,20,34, , 
11/02/2023,77,28,20,26, , 
12/02/2023,33,54,9,34, , 
13/02/2023,83,68,6,41, , 
14/02/2023,129,73,5,41, , 
15/02/2023,150,44,22,30, , 
16/02/2023,81,20,18,19, , 
17/02/2023,41,16,28,14, , 
18/02/2023,31,22,28,16, , 
19/02/2023,42,42,12,30, , 
20/02/2023,74,60,5,39, , 
21/02/2023,113,41,8,22, , 
22/02/2023,82,31,16,21, , 
23/02/2023,61,37,21,22, , 
24/02/2023,74,25,27,15, , 
25/02/2023,45,25,27,8, , 
26/02/2023,46,27,24,11, , 
27/02/2023,46,31,22,20, , 
28/02/2023,65,37,21,24, , 
01/03/2023,79,49,15,25, , 
02/03/2023,104,46,14,21, , 
03/03/2023,99,35,22,26, , 
04/03/2023,74,24,22,23, , 
05/03/2023,60,28,23,19, , 
06/03/2023,64,26,28,18, , 
07/03/2023,51,15,31,24, , 
08/03/2023,39,15,31,16, , 
09/03/2023,40,14,29,14, , 
10/03/2023,35,23,26,23, , 
11/03/2023,53,19,30,17, , 
12/03/2023,48,17,34,12, , 
13/03/2023,41,15,30,17, , 
14/03/2023,29,22,28,33, , 
15/03/2023,34,26,27,36, , 
16/03/2023,48,37,27,32, , 
17/03/2023,59,19,31,22, , 
18/03/2023,39,18,28,17, , 
19/03/2023,22,36,30,33, , 
20/03/2023,42,26,28,27, , 
21/03/2023,45,23,27,20, , 
22/03/2023,43,44,32,15, , 
23/03/2023,48,34,33,16, , 
24/03/2023,52,21,33,12, , 
25/03/2023,32,16,35,11, , 
26/03/2023,32,16,30,18, , 
27/03/2023,35,26,29,34, , 
28/03/2023,53,34,30,29, , 
29/03/2023,55,26,34,20, , 
30/03/2023,40,22,32,15, , 
31/03/2023,39,14,31,10, , 
01/10/2022,31,16,23,19, , 
02/10/2022,34,24,16,26, , 
03/10/2022,55,38,18,31, , 
04/10/2022,70,33,29,22, , 
05/10/2022,53,33,23,21, , 
06/10/2022,49,43,25,31, , 
07/10/2022,68,25,19,20, , 
08/10/2022,48,32,25,26, , 
09/10/2022,57,43,18,25, , 
10/10/2022,64,32,13,26, , 
11/10/2022,53,44,18,32, , 
12/10/2022,68,33,17,29, , 
13/10/2022,65,14,17,24, , 
14/10/2022,42,13,24,19, , 
15/10/2022,38,20,19,23, , 
16/10/2022,31,31,11,27, , 
17/10/2022,62,25,16,28, , 
18/10/2022,57,28,14,20, , 
19/10/2022,53,30,20,27, , 
20/10/2022,60,29,21,29, , 
21/10/2022,56,30,21,28, , 
22/10/2022,57,27,22,22, , 
23/10/2022,52,25,27,18, , 
24/10/2022,42,33,20,25, , 
25/10/2022,51,30,22,27, , 
26/10/2022,51,42,10,27, , 
27/10/2022,58,45,15,28, , 
28/10/2022,72,48,10,30, , 
29/10/2022,76,35,20,23, , 
30/10/2022,61,37,21,27, , 
31/10/2022,68,26,27,16, , 
01/11/2022,46,29,23,23, , 
02/11/2022,51,23,19,27, , 
03/11/2022,48,20,21,19, , 
04/11/2022,36,28,18,25, , 
05/11/2022,57,21,19,22, , 
06/11/2022,54,24,23,21, , 
07/11/2022,42,27,22,29, , 
08/11/2022,49,24,21,24, , 
09/11/2022,41,34,15,28, , 
10/11/2022,63,24,15,20, , 
11/11/2022,53,39,2,22, , 
12/11/2022,77,34,3,20, , 
13/11/2022,77,28,12,19, , 
14/11/2022,62,20,17,25, , 
15/11/2022,47,20,21,25, , 
16/11/2022,44,19,26,18, , 
17/11/2022,36,20,21,21, , 
18/11/2022,40,19,17,20, , 
19/11/2022,40,18,18,23, , 
20/11/2022,48,25,22,23, , 
21/11/2022,41,18,22,19, , 
22/11/2022,30,23,19,26, , 
23/11/2022,52,30,22,25, , 
24/11/2022,52,27,17,30, , 
25/11/2022,56,34,12,26, , 
26/11/2022,80,14,9,22, , 
27/11/2022,63,13,18,10, , 
28/11/2022,51,28,13,23, , 
29/11/2022,73,30,9,25, , 
30/11/2022,61,31,5,18, , 
01/12/2022,78,37,4,18, , 
02/12/2022,93,24,3,17, , 
03/12/2022,68,30,5,17, , 
04/12/2022,79,29,1,16, , 
05/12/2022,77,34, ,17, , 
06/12/2022,81,38,4,24, , 
07/12/2022,76,42,4,27, , 
08/12/2022,80,36,7,26, , 
09/12/2022,77,33,11,24, , 
10/12/2022,73,30,12,22, , 
11/12/2022,62,38,10,22, , 
12/12/2022,78,44,6,28, , 
13/12/2022,80,52,3,23, , 
14/12/2022,91,51,3,28, , 
15/12/2022,100,39,6,29, , 
16/12/2022,85,41,10,31, , 
17/12/2022,92,42,4,23, , 
18/12/2022,94,28,14,29, , 
19/12/2022,59,23,13,30, , 
20/12/2022,54,18,15,25, , 
21/12/2022,43,20,25,18, , 
22/12/2022,42,13,22,20, , 
23/12/2022,31,23,21,28, , 
24/12/2022,51,16,15,21, , 
25/12/2022,55,15,23,20, , 
26/12/2022,38,22,19,28, , 
27/12/2022,56,11,23,17, , 
28/12/2022,37,19,28,19, , 
29/12/2022,38,15,20,21, , 
30/12/2022,40,18,20,12, , 
31/12/2022,37,22,20,18, , 
01/01/2023,54,15,23,21, , 
01/07/2022,31,27,38,29, , 
02/07/2022,43,49,30,13, , 
03/07/2022,29,32,37,17, , 
04/07/2022,34,35,36,15, , 
05/07/2022,36,41,33,18, , 
06/07/2022,40,38,21,10, , 
07/07/2022,36,50,35,7, , 
08/07/2022,36,48,41,16, , 
09/07/2022,47,41,26,17, , 
10/07/2022,37,21,20,23, , 
11/07/2022,39,28,51,38, , 
12/07/2022,51,41,54,39, , 
13/07/2022,59,32,48,17, , 
14/07/2022,57,25,36,21, , 
15/07/2022,39,28,47,7, , 
16/07/2022,52,24,46,8, , 
17/07/2022,44,35,72,25, , 
18/07/2022,63,52,59,48, , 
19/07/2022,78,37,35,22, , 
20/07/2022,76,28,39,19, , 
21/07/2022,54,38,29,23, , 
22/07/2022,64,36,42,18, , 
23/07/2022,66,29,45,24, , 
24/07/2022,56,26,27,18, , 
25/07/2022,43,22,31,14, , 
26/07/2022,35,23,35,24, , 
27/07/2022,38,24,43,26, , 
28/07/2022,43,29,48,32, , 
29/07/2022,51,26,48,22, , 
30/07/2022,48,15,25,9, , 
31/07/2022,31,19,26,12, , 
01/08/2022,33,24,39,22, , 
02/08/2022,43,30,54,34, , 
03/08/2022,54,27,27,15, , 
04/08/2022,41,28,38,15, , 
05/08/2022,41,19,34,21, , 
06/08/2022,31,19,42,22, , 
07/08/2022,36,26,46,24, , 
08/08/2022,43,38,56,25, , 
09/08/2022,48,35,52,30, , 
10/08/2022,52,38,56,39, , 
11/08/2022,58,37,57,38, , 
12/08/2022,59,22,46,28, , 
13/08/2022,45,23,41,19, , 
14/08/2022,51,22,45,16, , 
15/08/2022,53,35,42,35, , 
16/08/2022,62,29,34,28, , 
17/08/2022,59,31,44,23, , 
18/08/2022,62,21,33,11, , 
19/08/2022,40,18, ,9, , 
20/08/2022,40,21, ,21, , 
21/08/2022,47,21, ,18, , 
22/08/2022,40,24,29,24, , 
23/08/2022,46,25,40,33, , 
24/08/2022,46,36,51,32, , 
25/08/2022,54,22,34,15, , 
26/08/2022,38,20,37,21, , 
27/08/2022,41,24,37,23, , 
28/08/2022,47,28,44,27, , 
29/08/2022,47,29,46,25, , 
30/08/2022,53,30,49,22, , 
31/08/2022,54,30,43,34, , 
01/09/2022,56,32,37,35, , 
02/09/2022,56,24,28,25, , 
03/09/2022,47,32,39,31, , 
04/09/2022,53,25,42,31, , 
05/09/2022,45,27,33,28, , 
06/09/2022,46,28,26,29, , 
07/09/2022,49,23,28,22, , 
08/09/2022,43,22,24,20, , 
09/09/2022,39,17,24,17, , 
10/09/2022,33,23,32,24, , 
11/09/2022,55,24,34,32, , 
12/09/2022,49,38,26,37, , 
13/09/2022,55,27,30,24, , 
14/09/2022,45,22,33,17, , 
15/09/2022,42,23,24,17, , 
16/09/2022,36,19,25,14, , 
17/09/2022,29,20,28,16, , 
18/09/2022,32,23, ,23, , 
19/09/2022,36,30,19,29, , 
20/09/2022,52,33,28,30, , 
21/09/2022,53,39,28,38, , 
22/09/2022,54,51,23,46, , 
23/09/2022,76,23,25,28, , 
24/09/2022,51,19,24,16, , 
25/09/2022,35,19,22,18, , 
26/09/2022,30,22,24,19, , 
27/09/2022,38,18,20,19, , 
28/09/2022,32,26,14,27, , 
29/09/2022,49,34,27,28, , 
30/09/2022,66,20,27,20, , 
01/04/2022,39,24,33,20, , 
02/04/2022,46,28,35,21, , 
03/04/2022,54,26,35,27, , 
04/04/2022,46,20,21,22, , 
05/04/2022,43,22,28,20, , 
06/04/2022,36,26,32,16, , 
07/04/2022,29,17,28,25, , 
08/04/2022,35,18,31,23, , 
09/04/2022,39,34,35,32, , 
10/04/2022,63,27,35,20, , 
11/04/2022,45,31,34,20, , 
12/04/2022,43,25,28,34, , 
13/04/2022,52,35,32,31, , 
14/04/2022,63,33,36,29, , 
15/04/2022,57,44,36,26, , 
16/04/2022,63,40,35,31, , 
17/04/2022,43,36,38,28, , 
18/04/2022,40,36,35,18, , 
19/04/2022,46,59,38,27, , 
20/04/2022,65,53,41,37, , 
21/04/2022,50,47,38,30, , 
22/04/2022,49,43,31,27, , 
23/04/2022,60,37,38,20, , 
24/04/2022,62,39,36,16, , 
25/04/2022,61,44,30,23, , 
26/04/2022,73,46,38,26, , 
27/04/2022,63,52,41,33, , 
28/04/2022,68,52,39,25, , 
29/04/2022,73,64,37,19, , 
30/04/2022,60,51,38,23, , 
01/05/2022,56,55,39,26, , 
02/05/2022,72,53,40,22, , 
03/05/2022,70,47,31,19, , 
04/05/2022,66,37,31,18, , 
05/05/2022,48,41,37,20, , 
06/05/2022,57,46,29,20, , 
07/05/2022,53,35,29,18, , 
08/05/2022,76,43,47,32, , 
09/05/2022,64,60,44,38, , 
10/05/2022,65,52,31,28, , 
11/05/2022,52,33,32,20, , 
12/05/2022,41,31,35,19, , 
13/05/2022,37,45,41,34, , 
14/05/2022,50,61,40,30, , 
15/05/2022,54,36,36,24, , 
16/05/2022,48,40,39,39, , 
17/05/2022,54,36,34,27, , 
18/05/2022,45,51,36,26, , 
19/05/2022,60,39,33,27, , 
20/05/2022,54,32,41,29, , 
21/05/2022,48,32,32,31, , 
22/05/2022,51,28,25,25, , 
23/05/2022,46,31,29,16, , 
24/05/2022,31,23,29,24, , 
25/05/2022,39,11,28,13, , 
26/05/2022,21,23,32,15, , 
27/05/2022,33,46,36,19, , 
28/05/2022,50,31,34,19, , 
29/05/2022,38,30,34,27, , 
30/05/2022,44,36,39,30, , 
31/05/2022,44,30,37,24, , 
01/06/2022,46,43,41,33, , 
02/06/2022,44,39,26,41, , 
03/06/2022,55,39,36,30, , 
04/06/2022,57,24,28,17, , 
05/06/2022,46,17,31,14, , 
06/06/2022,27,18,27,22, , 
07/06/2022,35,26,25,20, , 
08/06/2022,35,24,27,17, , 
09/06/2022,36,26,24,23, , 
10/06/2022,40,24,30,17, , 
11/06/2022,40,24,34,13, , 
12/06/2022,34,34,37,17, , 
13/06/2022,41,37,47,36, , 
14/06/2022,49,39,67,34, , 
15/06/2022,57,47,65,40, , 
16/06/2022,56,43,68,42, , 
17/06/2022,60,56,53,44, , 
18/06/2022,71,57,32,17, , 
19/06/2022,63,31,32,19, , 
20/06/2022,57,43,42,30, , 
21/06/2022,57,36,40,29, , 
22/06/2022,64,30,41,30, , 
23/06/2022,53,28,33,21, , 
24/06/2022,35,20,29,21, , 
25/06/2022,36,28,31,23, , 
26/06/2022,38,27,30,22, , 
27/06/2022,38,29,41,29, , 
28/06/2022,38,33,32,26, , 
29/06/2022,44,20,20,20, , 
30/06/2022,37,19,28,20, , 
03/01/2022,38,12,24,23, , 
04/01/2022,26,22,19,19, , 
05/01/2022,37,31,17,25, , 
06/01/2022,58,18,25,22, , 
07/01/2022,40,14,31,28, , 
08/01/2022,37,16,28,22, , 
09/01/2022,34,33,17,36, , 
10/01/2022,76,40,13,30, , 
11/01/2022,80,52,2,35, , 
12/01/2022,104,37,2,25, , 
13/01/2022,65,54,3,37, , 
14/01/2022,104,67,2,35, , 
15/01/2022,153,35,8,24, , 
16/01/2022,87,38,9,28, , 
17/01/2022,77,43,15,31, , 
18/01/2022,65,34,11,25, , 
19/01/2022,68,26,23,23, , 
20/01/2022,50,30,19,26, , 
21/01/2022,47,30,21,23, , 
22/01/2022,61,28,21,21, , 
23/01/2022,65,43,11,32, , 
24/01/2022,86,54, ,30, , 
25/01/2022,120,50,13,28, , 
26/01/2022,108,42,9,26, , 
27/01/2022,93,22,16,26, , 
28/01/2022,66,15, ,19, , 
29/01/2022,52,25,26,21, , 
30/01/2022,45,25,26,16, , 
31/01/2022,38,20,23,18, , 
01/02/2022,36,19,20,13, , 
02/02/2022,25,24,25,22, , 
03/02/2022,43,18,26,20, , 
04/02/2022,41,27,22,34, , 
05/02/2022,57,14,30,15, , 
06/02/2022,35,26,26,20, , 
07/02/2022,39,36,18,32, , 
08/02/2022,73,41,8,38, , 
09/02/2022,68,28,24,23, , 
10/02/2022,64,27,21,25, , 
11/02/2022,52,37,20,33, , 
12/02/2022,66,42,23,28, , 
13/02/2022,62,25,27,24, , 
14/02/2022,31,21,27,25, , 
15/02/2022,34,9,27,28, , 
16/02/2022,19,33,30,29, , 
17/02/2022,47,19,30,26, , 
18/02/2022,38,22,28,17, , 
19/02/2022,36,24,33,15, , 
20/02/2022,36,28,31,16, , 
21/02/2022,46,33,30,22, , 
22/02/2022,52,31,30,30, , 
23/02/2022,54,25,28,26, , 
24/02/2022,40,25,28,20, , 
25/02/2022,34,34,29,32, , 
26/02/2022,60,28,27,27, , 
27/02/2022,55,34,23,37, , 
28/02/2022,62,57,22,43, , 
01/03/2022,91,38,15,35, , 
02/03/2022,96,47,17,35, , 
03/03/2022,109,57,14,33, , 
04/03/2022,112,46,23,26, , 
05/03/2022,94,57,29,23, , 
06/03/2022,118,42,24,23, , 
07/03/2022,90,50,26,40, , 
08/03/2022,105,48,27,39, , 
09/03/2022,90,44,31,40, , 
10/03/2022,72,30,23,35, , 
11/03/2022,52,21,25,30, , 
12/03/2022,47,16,28,27, , 
13/03/2022,42,28,29,31, , 
14/03/2022,51,27,20,34, , 
15/03/2022,58,45,20,27, , 
16/03/2022,66,25,24,20, , 
17/03/2022,43,34,30,25, , 
18/03/2022,66,44,37,26, , 
19/03/2022,75,35,29,25, , 
20/03/2022,61,46,34,32, , 
21/03/2022,84,47,39,41, , 
22/03/2022,76,56,43,48, , 
23/03/2022,86,58,42,50, , 
24/03/2022,93,64,51,42, , 
25/03/2022,124,67,48,33, , 
26/03/2022,98,63,42,35, , 
27/03/2022,88,62,42,42, , 
28/03/2022,105,52,26,39, , 
29/03/2022,85,53,22,31, , 
30/03/2022,118,32,28,19, , 
31/03/2022,69,15,28,18, , 
01/10/2021,47,20,21,25, , 
02/10/2021,41,17,27,20, , 
03/10/2021,39,26,25,30, , 
04/10/2021,42,19,28,23, , 
05/10/2021,26,21,26,16, , 
06/10/2021,25,34,19,33, , 
07/10/2021,53,26,21,28, , 
08/10/2021,50,34,9,33, , 
09/10/2021,73,43,26,25, , 
10/10/2021,78,31,21,22, , 
11/10/2021,55,31,16,23, , 
12/10/2021,36,30,24,31, , 
13/10/2021,44,47,20,38, , 
14/10/2021,81,47,18,39, , 
15/10/2021,81,29,15,35, , 
16/10/2021,60,43,25,34, , 
17/10/2021,64,35,9,30, , 
18/10/2021,64,29,21,35, , 
19/10/2021,50,26,31,24, , 
20/10/2021,45,31,32,19, , 
21/10/2021,30,31,18,28, , 
22/10/2021,45,30,17,32, , 
23/10/2021,54,32,18,29, , 
24/10/2021,61,36,12,30, , 
25/10/2021,64,24,20,25, , 
26/10/2021,45,36,13,31, , 
27/10/2021,61,35,18,34, , 
28/10/2021,58,29,17,35, , 
29/10/2021,57,20, ,31, , 
30/10/2021,48,19,19,24, , 
31/10/2021,42,17,25,20, , 
01/11/2021,30,22,21,27, , 
02/11/2021,29,18,21,21, , 
03/11/2021,44,16,16,21, , 
04/11/2021,30,20,21,19, , 
05/11/2021,30,31,11,31, , 
06/11/2021,73,24,21,20, , 
07/11/2021,45,34,21,27, , 
08/11/2021,57,49,14,39, , 
09/11/2021,93,55,2,37, , 
10/11/2021,123,56,3,35, , 
11/11/2021,117,44,12,27, , 
12/11/2021,90,19,15,21, , 
13/11/2021,35,20,14,21, , 
14/11/2021,48,28,6,18, , 
15/11/2021,69,30,6,23, , 
16/11/2021,61,34,13,28, , 
17/11/2021,66,43,5,32, , 
18/11/2021,77,42,2,36, , 
19/11/2021,74,23,13,28, , 
20/11/2021,53,21,14,22, , 
21/11/2021,46,23,16,22, , 
22/11/2021,43,28,15,26, , 
23/11/2021,45,31,12,31, , 
24/11/2021,58,37,12,30, , 
25/11/2021,79,23,17,26, , 
26/11/2021,38,12,21,18, , 
27/11/2021,28,13,22,13, , 
28/11/2021,16, , , , , 
29/11/2021,45,21,17,27, , 
30/11/2021,44,15,22,25, , 
01/12/2021,27,20,20,21, , 
02/12/2021,35,26,12,33, , 
03/12/2021,50,13,25,26, , 
04/12/2021,28,11,24,22, , 
05/12/2021,33,16,18,20, , 
06/12/2021,36,21,23,27, , 
07/12/2021,43,20,26,26, , 
08/12/2021,36,29,19,32, , 
09/12/2021,50,14,22,21, , 
10/12/2021,28,28,14,30, , 
11/12/2021,56,24,12,31, , 
12/12/2021,64,24,12,32, , 
13/12/2021,55,37,5,34, , 
14/12/2021,72,38,13,36, , 
15/12/2021,67,45,2,37, , 
16/12/2021,84,35,12,30, , 
17/12/2021,77,31,7,26, , 
18/12/2021,69,21,11,22, , 
19/12/2021,56,25,17,25, , 
20/12/2021,59,41,12,35, , 
21/12/2021,74,40,7,22, , 
22/12/2021,89,47,6,20, , 
23/12/2021,92,27,9,17, , 
24/12/2021,65,20,11,30, , 
25/12/2021,73,14,14,27, , 
26/12/2021,54,21,22,28, , 
27/12/2021,47,21,27,20, , 
28/12/2021,37,18,22,25, , 
29/12/2021,38,16,17,17, , 
30/12/2021,36,23,12,27, , 
31/12/2021,51,28,6,24, , 
01/01/2022,67,21,27,18, , 
02/01/2022,49,23,27,19, , 
01/07/2021,53,37,37,38, , 
02/07/2021,66,26,28,15, , 
03/07/2021,46,20,20,4, , 
04/07/2021,30,19,21,6, , 
05/07/2021,36,24,25,7, , 
06/07/2021,27,21,24,7, , 
07/07/2021,30,48,23,10, , 
08/07/2021,26,44,26,13, , 
09/07/2021,37,60,21,15, , 
10/07/2021,36,54,27,8, , 
11/07/2021,24,25,24,25, , 
12/07/2021,47,22,16,24, , 
13/07/2021,54,13,29,11, , 
14/07/2021,38,19,29,17, , 
15/07/2021,41,16,28,31, , 
16/07/2021,42,29,32,20, , 
17/07/2021,66,22,31,19, , 
18/07/2021,45,28,35,28, , 
19/07/2021,54,42,36,25, , 
20/07/2021,65,50,47,30, , 
21/07/2021,67,49,45,23, , 
22/07/2021,60,54,48,22, , 
23/07/2021,62,27,35,13, , 
24/07/2021,42,21,33,12, , 
25/07/2021,43,23,34,24, , 
26/07/2021,41,26,25,35, , 
27/07/2021,56,22,29,16, , 
28/07/2021,34,22,26,17, , 
29/07/2021,27,31,26,22, , 
30/07/2021,42,16,28,11, , 
31/07/2021,28,18,27,11, , 
01/08/2021,26,17,27,15, , 
02/08/2021,30,16,29,17, , 
03/08/2021,30,21,31,19, , 
04/08/2021,48,28,30,19, , 
05/08/2021,44,15,26,13, , 
06/08/2021,21,16,22,15, , 
07/08/2021,30,19,26,10, , 
08/08/2021,27,20,25,19, , 
09/08/2021,34,23,22,19, , 
10/08/2021,35,17,42,15, , 
11/08/2021,38,32,43,23, , 
12/08/2021,55,29,37,15, , 
13/08/2021,40,27,44,17, , 
14/08/2021,45,40,42,24, , 
15/08/2021,56,23,32,7, , 
16/08/2021,40,26,28,13, , 
17/08/2021,47,17,26,11, , 
18/08/2021,30,19,21,14, , 
19/08/2021,29,31,30,26, , 
20/08/2021,42,19,30,16, , 
21/08/2021,41,20,27,8, , 
22/08/2021,33,25,29,15, , 
23/08/2021,41,37,34,23, , 
24/08/2021,51,36,37,19, , 
25/08/2021,48,28,31,16, , 
26/08/2021,37,39,31,18, , 
27/08/2021,43,29,29,11, , 
28/08/2021,37,34,30,11, , 
29/08/2021,43,34,35,17, , 
30/08/2021,51,36,34,25, , 
31/08/2021,57,31,32,16, , 
01/09/2021,62,41,40,26, , 
02/09/2021,66,45,50,39, , 
03/09/2021,68,46,37,41, , 
04/09/2021,71,25,41,26, , 
05/09/2021,59,20,49,14, , 
06/09/2021,63,45,52,39, , 
07/09/2021,59,40,45,42, , 
08/09/2021,65,28,26,22, , 
09/09/2021,53,22,28,25, , 
10/09/2021,37,15,28,18, , 
11/09/2021,30,29,35,26, , 
12/09/2021,44,31,35,34, , 
13/09/2021,49,26,26,30, , 
14/09/2021,55,19,19,28, , 
15/09/2021,57,21,34,31, , 
16/09/2021,39,27,35,36, , 
17/09/2021,62,30,32,21, , 
18/09/2021,47,33,34,9, , 
19/09/2021,41,15,25,13, , 
20/09/2021,27,26,26,13, , 
21/09/2021,62,30,34,16, , 
22/09/2021,60,31,40,34, , 
23/09/2021,53,29,35,48, , 
24/09/2021,47,33,23,46, , 
25/09/2021,67,21,29,42, , 
26/09/2021,58,21,28,38, , 
27/09/2021,40,30,28,43, , 
28/09/2021,53,30,26,38, , 
29/09/2021,20,27,24,32, , 
30/09/2021,42,29,22,33, , 
01/04/2021,106,49,28,18, , 
02/04/2021,70,40,33,19, , 
03/04/2021,60,45,33,13, , 
04/04/2021,69,28,29,13, , 
05/04/2021,59,21,28,19, , 
06/04/2021,39,19,33,15, , 
07/04/2021,37,34,32,31, , 
08/04/2021,53,45,30,35, , 
09/04/2021,78,19,25,23, , 
10/04/2021,47,15,29,13, , 
11/04/2021,42,20,32,19, , 
12/04/2021,43,26,24,20, , 
13/04/2021,67,33,33,28, , 
14/04/2021,64,34,34,24, , 
15/04/2021,71,44,19,26, , 
16/04/2021,68,28,33,17, , 
17/04/2021,73,33,36,18, , 
18/04/2021,65,42,39,26, , 
19/04/2021,71,45,42,35, , 
20/04/2021,76,53,41,29, , 
21/04/2021,110,55,34,23, , 
22/04/2021,65,50,42,25, , 
23/04/2021,56,42,42,23, , 
24/04/2021,58,61,37,13, , 
25/04/2021,56,42,39,21, , 
26/04/2021,51,48,42,30, , 
27/04/2021,70,49,41,35, , 
28/04/2021,71,40,39,20, , 
29/04/2021,76,34,36,25, , 
30/04/2021,62,27,33,18, , 
01/05/2021,67,30,38,17, , 
02/05/2021,63,33,42,27, , 
03/05/2021,60,38,31,16, , 
04/05/2021,33,26,30,15, , 
05/05/2021,35,19,28,29, , 
06/05/2021,43,19,26,17, , 
07/05/2021,46,25,25,29, , 
08/05/2021,53,34,38,26, , 
09/05/2021,52,24,33,23, , 
10/05/2021,44,28,32,23, , 
11/05/2021,45,30,30,30, , 
12/05/2021,54,19,31,19, , 
13/05/2021,41,15,31,22, , 
14/05/2021,32,16,28,19, , 
15/05/2021,35,19,31,15, , 
16/05/2021,40,17,28,12, , 
17/05/2021,23,21,29,19, , 
18/05/2021,37,23,31,20, , 
19/05/2021,32,25,29,25, , 
20/05/2021,37,32,31,18, , 
21/05/2021,41,19,31,14, , 
22/05/2021,34,29,33,17, , 
23/05/2021,36,17,33,16, , 
24/05/2021,35,17,29,11, , 
25/05/2021,36,16,28,16, , 
26/05/2021,15,14,37,11, , 
27/05/2021,49,19,39,17, , 
28/05/2021,61,40,39,21, , 
29/05/2021,43,41,42,13, , 
30/05/2021,36,40,46,17, , 
31/05/2021,32,34, ,40, , 
03/06/2021,58,20,26,33, , 
04/06/2021,43,13, ,9, , 
05/06/2021,39,15, ,11, , 
06/06/2021,34,26,39,21, , 
07/06/2021,45,31,23,21, , 
08/06/2021,67,37,44,35, , 
09/06/2021,38,25,26,30, , 
10/06/2021,36,17, ,20, , 
11/06/2021,36,15,24,8, , 
12/06/2021,29,28,36,4, , 
13/06/2021,29,30,49,17, , 
14/06/2021,36,27, ,21, , 
15/06/2021,57,36,55,41, , 
16/06/2021,79,29,45,32, , 
17/06/2021,51,30,34,23, , 
18/06/2021,53,24,27,27, , 
19/06/2021,59,17,34,17, , 
20/06/2021,41,19,34,19, , 
21/06/2021,24,22,17,24, , 
22/06/2021,41,25,18,12, , 
23/06/2021,60,32,35,21, , 
24/06/2021,44,31,26,29, , 
25/06/2021,57,17,25,19, , 
26/06/2021,45,19,30,17, , 
27/06/2021,47,25,27,27, , 
28/06/2021,38,22,27,26, , 
29/06/2021,32,17,21,11, , 
30/06/2021,38,24,34,24, , 
04/01/2021,76,35,1,23, , 
05/01/2021,86,39, ,24, , 
06/01/2021,90,38,8,30, , 
07/01/2021,77,40,8,36, , 
08/01/2021,68,42,5,32, , 
09/01/2021,90,40,10,32, , 
10/01/2021,85,46,13,34, , 
11/01/2021,91,18,18,26,3, 
12/01/2021,47,18,25,33, , 
13/01/2021,49,14,25,24, , 
14/01/2021,33,44,13,25, , 
15/01/2021,70,29,8,25, , 
16/01/2021,72,24,20,33, , 
17/01/2021,57,36,19,35, , 
18/01/2021,57,22,22,23, , 
19/01/2021,43,26,27,24, , 
20/01/2021,43,19,30,23, , 
21/01/2021,30,19,26,34, , 
22/01/2021,43,9,20,23, , 
23/01/2021,48,19,26,28, , 
24/01/2021,59,17,25,32, , 
25/01/2021,41,30,17,32, , 
26/01/2021,58,26,17,30, , 
27/01/2021,62,9,20,22, , 
28/01/2021,40,22,26,21, , 
29/01/2021,43,26,21,33, , 
30/01/2021,44,17,15,22, , 
31/01/2021,54,10,21,30, , 
01/02/2021,46,17,22,26, , 
02/02/2021,45,17,27,25, , 
03/02/2021,34,29,19,28, , 
04/02/2021,47,39,21,36, , 
05/02/2021,66,20,17,32, , 
06/02/2021,57,15,18,12, , 
07/02/2021,56,41,15,20, , 
08/02/2021,96,39,11,22, , 
09/02/2021,98,33,17,21, , 
10/02/2021,84,40,21,30, , 
11/02/2021,98,37,23,34, , 
12/02/2021,64,25,25,30, , 
13/02/2021,59,22,23,19, , 
14/02/2021,64,33,12,26, , 
15/02/2021,61,21,24,20, , 
16/02/2021,50,29,22,31, , 
17/02/2021,53,29,23,35, , 
18/02/2021,49,30,16,36, , 
19/02/2021,55,36,26,28, , 
20/02/2021,55,16,26,13, , 
21/02/2021,39,44,17,27, , 
22/02/2021,68,35,21,12, , 
23/02/2021,63,54,20,18, , 
24/02/2021,77,54,28,18, , 
25/02/2021,78,17,26,12, , 
26/02/2021,48,20,27,23, , 
27/02/2021,56,25,24,20, , 
28/02/2021,76,36,22,29, , 
01/03/2021,65,59,10,43, , 
02/03/2021,122,66,25,40, , 
03/03/2021,108,25,21,14, , 
04/03/2021,65,15,24,7, , 
05/03/2021,57,17,25,10, , 
06/03/2021,64,24,23,11, , 
07/03/2021,80,36,28,16, , 
08/03/2021,91,33,25,17, , 
09/03/2021,83,44,30,29, , 
10/03/2021,98,17,30,12, , 
11/03/2021,29,23,28,17, , 
12/03/2021,35,12,31,11, , 
13/03/2021,35,15,29,7, , 
14/03/2021,34,20,29,16, , 
15/03/2021,36,25,20,19, , 
16/03/2021,59,24,27,16, , 
17/03/2021,42,19,22,22, , 
18/03/2021,38,22,26,23, , 
19/03/2021,48,29,28,19, , 
20/03/2021,69,26,31,14, , 
21/03/2021,63,27,31,20, , 
22/03/2021,48,43,24,35, , 
23/03/2021,87,47,34,34, , 
24/03/2021,97,33,26,28, , 
25/03/2021,69,30,34,26, , 
26/03/2021,51,18,30,11, , 
27/03/2021,35,29,35,23, , 
