date, pm25, pm10, o3, no2, so2, co
28/03/2021,55,41,12,38, , 
29/03/2021,69,49,37,38, , 
30/03/2021,70,63,41,47, , 
31/03/2021,90,69,40,47, , 
01/10/2020,41,18,14,26,2, 
02/10/2020,41,18,19,27, , 
03/10/2020,53,14,20,18, , 
04/10/2020,50,7,23,22, , 
05/10/2020,49,17,24,19, , 
06/10/2020,52,18,23,24, , 
07/10/2020,57,21,19,21, , 
08/10/2020,44,17,22,21, , 
09/10/2020,41,21,24,28, , 
10/10/2020,44,16,20,24, , 
11/10/2020,37,30,18,33,2, 
12/10/2020,56,11,16,13, , 
13/10/2020,36,14,17,11, , 
14/10/2020,57,16,15,9, , 
15/10/2020,48,17,14,10, , 
16/10/2020,54,30,14,25, , 
17/10/2020,71,31,23,28, , 
18/10/2020,70,47,19,33,16, 
19/10/2020,72,32,16,30,2, 
20/10/2020,49,26,24,25, , 
21/10/2020,44,38,17,33, , 
22/10/2020,51,28,21,32, , 
23/10/2020,39,16,21,19, , 
24/10/2020,37,13,21,22, , 
25/10/2020,38,21,21,24, , 
26/10/2020,38,24,22,22, , 
27/10/2020,30,23,23,24, , 
28/10/2020,40,26,22,29, , 
29/10/2020,30,26,21,28, , 
30/10/2020,47,22,21,24, , 
31/10/2020,53,9,24,12, , 
01/11/2020,18,11,27,9, , 
02/11/2020,30,21,24,19, , 
03/11/2020,41,32,19,27, , 
04/11/2020,60,29,16,32, , 
05/11/2020,68,34,11,26, , 
06/11/2020,69,38,9,27, , 
07/11/2020,74,28,12,21, , 
08/11/2020,55,38,8,29, , 
09/11/2020,63,26,13,33, , 
10/11/2020,56,20,10,21, , 
11/11/2020,55,25,22,30, , 
12/11/2020,53,30,14,27, , 
13/11/2020,60,22,23,17, , 
14/11/2020,51,18,28,11, , 
15/11/2020,39,29,26,25, , 
16/11/2020,35,30,19,29, , 
17/11/2020,47,35,14,26, , 
18/11/2020,58,23,25,16, , 
19/11/2020,37,38,15,34, , 
20/11/2020,65,32,19,27, , 
21/11/2020,65,35,14,29, , 
22/11/2020,82,42,13,35, , 
23/11/2020,83,41,4,32, , 
24/11/2020,73,46,6,37, , 
25/11/2020,87,59,3,43, , 
26/11/2020,109,56,2,35, , 
27/11/2020,110,49,4,32, , 
28/11/2020,102,34,9,29, , 
29/11/2020,80,42,7,24, , 
30/11/2020,93,32,15,26, , 
01/12/2020,50,35,15,28, , 
02/12/2020,52,22,19,25, , 
03/12/2020,42,19,24,28, , 
04/12/2020,41,14,17,21, , 
05/12/2020,44,23,13,25, , 
06/12/2020,53,36,2,25, , 
07/12/2020,84,27,3,19, , 
08/12/2020,69,31,8,17, , 
09/12/2020,73,15,9,10, , 
10/12/2020,49,9,18,9, , 
11/12/2020,43,18,18,13, , 
12/12/2020,49,12,16,5,1, 
13/12/2020,38,10,13,9, , 
14/12/2020,37,23,15,27, , 
15/12/2020,44,25,9,28, , 
16/12/2020,50,30,12,33, , 
17/12/2020,55,28,8,32, , 
18/12/2020,55,24,15,29, , 
19/12/2020,59,25,18,25, , 
20/12/2020,46,15,17,21, , 
21/12/2020,41,14,19,21, , 
22/12/2020,26,18,24,22, , 
23/12/2020,43,17,24,24, , 
24/12/2020,43,18,22,25, , 
25/12/2020,44,24,19,23, , 
26/12/2020,55,9,24,15, , 
27/12/2020,34,13,20,25, , 
28/12/2020,39,14,14,22, , 
29/12/2020,31,20,18,25, , 
30/12/2020,51,24,19,32, , 
31/12/2020,61,39,10,31, , 
01/01/2021,94,50,2,35,1, 
02/01/2021,125,44,3,26, , 
03/01/2021,109,34,5,22, , 
01/07/2020,36,17,23,23, , 
02/07/2020,33,22,25,29, , 
03/07/2020,38,26,20,20, , 
04/07/2020,40,11,14,10, , 
05/07/2020,22,27,26,22, , 
06/07/2020,41,34,35,32, , 
07/07/2020,42,28,25,27, , 
08/07/2020,38,35,25,27, , 
09/07/2020,37,25,29,21, , 
10/07/2020,34,30,32,33, , 
11/07/2020,42,23,37,22, , 
12/07/2020,42,24,44,24, , 
13/07/2020,46,23,33,21, , 
14/07/2020,39,24,25,27, , 
15/07/2020,40,23,20,23, , 
16/07/2020,39,29,27,33, , 
17/07/2020,43,30,35,27,1, 
18/07/2020,52,26,35,27,1, 
19/07/2020,39,36,32,28, , 
20/07/2020,44,36,35,34, , 
21/07/2020,43,37,35,34,1, 
22/07/2020,50,43,43,47,1, 
23/07/2020,58,30,31,31, , 
24/07/2020,44,25,24,21,1, 
25/07/2020,39,11,23,7, , 
26/07/2020,42,25,34,16,1, 
27/07/2020,49,19,28,13, , 
28/07/2020,45,23,35,27, , 
29/07/2020,40,38,43,49,1, 
30/07/2020,58,50,54,48, , 
31/07/2020,68,23,31,24, , 
01/08/2020,53,13,30,18,1, 
02/08/2020,41,17,28,26, , 
03/08/2020,44,22,41,29, , 
04/08/2020,50,26,44,38, , 
05/08/2020,58,36,64,48,1, 
06/08/2020,60,40,59,56, , 
07/08/2020,61,44,71,60, , 
08/08/2020,65,41,61,42, , 
09/08/2020,70,30,64,46,1, 
10/08/2020,55,49,63,57, , 
11/08/2020,73,36,54,47, , 
12/08/2020,60,32,38,32, , 
13/08/2020,48,21,32,22, , 
14/08/2020,48,20,40,29,1, 
15/08/2020,44,22,39,33, , 
16/08/2020,52,24,26,29,1, 
17/08/2020,41,22,28,32, , 
18/08/2020,35,24,24,30, , 
19/08/2020,32,24,40,31, , 
20/08/2020,35,27,30,27, , 
21/08/2020,41,24,29,21, , 
22/08/2020,32,18,26,21, , 
23/08/2020,26,34,25,35, , 
24/08/2020,36,30,27,25, , 
25/08/2020,42,27,25,21, , 
26/08/2020,36,36,26,32, , 
27/08/2020,49,20,20,22, , 
28/08/2020,30,17,22,21, , 
29/08/2020,30,16,25,21, , 
30/08/2020,30,25,27,32, , 
31/08/2020,36,29,30,39, , 
01/09/2020,51,32,36,34, , 
02/09/2020,50,37,33,46, , 
03/09/2020,52,32,37,32,1, 
04/09/2020,46,22,27,25, , 
05/09/2020,37,19,24,19, , 
06/09/2020,44,26,26,25, , 
07/09/2020,44,33,25,32, , 
08/09/2020,53,32,28,26,1, 
09/09/2020,47,36,21,27,2, 
10/09/2020,45,37,29,36,2, 
11/09/2020,51,36,34,38, , 
12/09/2020,52,40,41,48, , 
13/09/2020,63,52,42,62, , 
14/09/2020,87,68,63,70,1, 
15/09/2020,90,51,56,42,1, 
16/09/2020,79,41,30,33,2, 
17/09/2020,59,40,39,43,1, 
18/09/2020,62,45,36,42, , 
19/09/2020,68,29,39,37, , 
20/09/2020,65,43,46,53,1, 
21/09/2020,64,46,41,54, , 
22/09/2020,66,25,23,27, , 
23/09/2020,46,17,21,19, , 
24/09/2020,29,14,22,15, , 
25/09/2020,25,20,24,17, , 
26/09/2020,32,12,21,9, , 
27/09/2020,34,17,15,17, , 
28/09/2020,35,23,14,23, , 
29/09/2020,52,24,24,27, , 
30/09/2020,58,23,21,27,9, 
01/04/2020,64,25,31,16, , 
02/04/2020,60,26,28,26, , 
03/04/2020,52,25,37,12, , 
04/04/2020,58,18,39,10, , 
05/04/2020,45,22,32,14, , 
06/04/2020,51,28,40,23, , 
07/04/2020,64,34,49,39, , 
08/04/2020,68,31,49,42,1, 
09/04/2020,77,33,53,36, , 
10/04/2020,75,31,51,34, , 
11/04/2020,64,28,47,25, , 
12/04/2020,63,30,32,13, , 
13/04/2020,67,27,36,17, , 
14/04/2020,42,28,40,25, , 
15/04/2020,48,31,40,32, , 
16/04/2020,53,36,40,32, , 
17/04/2020,59,14,34,13, , 
18/04/2020,22,29,41,12, , 
19/04/2020,67,39,39,27, , 
20/04/2020,78,30,40,26, , 
21/04/2020,48,32,45,23, , 
22/04/2020,54,38,54,34, , 
23/04/2020,70,39,55,40, , 
24/04/2020,66,25,40,17, , 
25/04/2020,57,27,44,15, , 
26/04/2020,57,24,38,23, , 
27/04/2020,45,16,36,17, , 
28/04/2020,30,18,33,19, , 
29/04/2020,32,16,31,16, , 
30/04/2020,26,15,32,8, , 
01/05/2020,24,19,37,14, , 
02/05/2020,34,14,27,14, , 
03/05/2020,35,15,28,13, , 
04/05/2020,48,31,24,21, , 
05/05/2020,66,28,44,34, , 
06/05/2020,52,34,48,44, , 
07/05/2020,54,32,55,40, , 
08/05/2020,61,25,38,32, , 
09/05/2020,55,18,32,15, , 
10/05/2020,42,37,31,15, , 
11/05/2020,51,32,30,29, , 
12/05/2020,43,27,38,32, , 
13/05/2020,65,28,35,28, , 
14/05/2020,49,35,37,33,1, 
15/05/2020,53,32,41,34, , 
16/05/2020,55,18,43,14, , 
17/05/2020,38,20,38,11, , 
18/05/2020,33,19,32,10, , 
19/05/2020,30,16,34,12, , 
20/05/2020,24,22,53,16, , 
21/05/2020,41,22,31,19, , 
22/05/2020,39,30,30,24, , 
23/05/2020,45,24,32,18, , 
24/05/2020,43,34,34,31, , 
25/05/2020,58,46,40,37, , 
26/05/2020,59,39,46,42, , 
27/05/2020,71,27,39,29, , 
28/05/2020,46,32,41,35, , 
29/05/2020,47,42,42,42, , 
30/05/2020,59,26,35,24, , 
31/05/2020,39,28,40,29, , 
01/06/2020,51,46,51,45, , 
02/06/2020,76,41,58,34, , 
03/06/2020,65,26,40,32,2, 
04/06/2020,54,20,26,23, , 
05/06/2020,35,15,24,21, , 
06/06/2020,27,17,22,23, , 
07/06/2020,37,27,23,30, , 
08/06/2020,47,26,30,29, , 
09/06/2020,43,28,36,20,1, 
10/06/2020,54,29,25,27, , 
11/06/2020,57,15,27,18, , 
12/06/2020,50,17,30,17, , 
13/06/2020,43,20,29,9, , 
14/06/2020,44,24,28,10, , 
15/06/2020,40,26,28,26, , 
16/06/2020,44,26,26,32, , 
17/06/2020,46,26,27,31, , 
18/06/2020,48,23,25,25, , 
19/06/2020,46,14,32,25, , 
20/06/2020,47,22,20,18, , 
21/06/2020,49,31,34,22, , 
22/06/2020,54,32,48,39, , 
23/06/2020,63,31,53,44, , 
24/06/2020,60,32,60,47, , 
25/06/2020,61,41,39,38, , 
26/06/2020,64,23,28,20, , 
27/06/2020,46,18,27,18, , 
28/06/2020,33,23,28,24, , 
29/06/2020,37,26,22,23, , 
30/06/2020,37,21,15,17, , 
01/01/2020,92,24,12,28, , 
02/01/2020,62,22,19,25, , 
03/01/2020,43,25,16,26, , 
04/01/2020,41,25,19,32, , 
05/01/2020,54,33,17,33, , 
06/01/2020,66,31,14,29, , 
07/01/2020,63,25,15,26, , 
08/01/2020,49,15,21,22, , 
09/01/2020,43,20,23,25, , 
10/01/2020,35,32,21,36, , 
11/01/2020,62,26,17,27, , 
12/01/2020,60,21,18,29, , 
13/01/2020,45,19,22,19, , 
14/01/2020,37,24,20,30, , 
15/01/2020,52,35,12,37, , 
16/01/2020,64,27,23,29, , 
17/01/2020,42,27,20,29, , 
18/01/2020,52,30,18,29, , 
19/01/2020,55,40,11,33, , 
20/01/2020,65,46,4,34, , 
21/01/2020,84,49,3,32, , 
22/01/2020,101,40,7,31, , 
23/01/2020,86,59,2,33,1, 
24/01/2020,128,68,2,39,1, 
25/01/2020,145,51,11,32, , 
26/01/2020,124,13,25,25, , 
27/01/2020,46,13,28,28, , 
28/01/2020,30,33,26,32, , 
29/01/2020,38,22,18,32, , 
30/01/2020,39,22,18,30, , 
31/01/2020,28,18,23,28, , 
01/02/2020,36,15,22,27, , 
02/02/2020,33,27,27,33, , 
03/02/2020,40,26,25,28, , 
04/02/2020,45,40,19,38, , 
05/02/2020,57,44,12,40, , 
06/02/2020,67,45,8,42, , 
07/02/2020,72,37,15,37, , 
08/02/2020,70,20,25,15, , 
09/02/2020,37,28,29,22, , 
10/02/2020,48,21,28,30, , 
11/02/2020,34,34,23,38, , 
12/02/2020,48,28,26,32, , 
13/02/2020,46,41,24,39, , 
14/02/2020,57,35,23,30, , 
15/02/2020,61,20,28,14, , 
16/02/2020,40,20,26,32, , 
17/02/2020,34,27,24,30, , 
18/02/2020,40,27,25,35, , 
19/02/2020,45,25,22,29, , 
20/02/2020,43,32,22,30, , 
21/02/2020,45,28,22,26, , 
22/02/2020,49,14,21,19, , 
23/02/2020,31,17,19,23, , 
24/02/2020,27,20,26,33, , 
25/02/2020,34,22,26,34, , 
26/02/2020,36,22,20,32, , 
27/02/2020,42,36,17,39, , 
28/02/2020,58,37,29,26, , 
29/02/2020,53,16,28,28, , 
01/03/2020,41,17,22,34, , 
02/03/2020,43,42,26,47, , 
03/03/2020,53,28,18,35, , 
04/03/2020,45,16,21,30, , 
05/03/2020,39,27,27,38, , 
06/03/2020,51,32,26,41, , 
07/03/2020,56,19,9,27, , 
08/03/2020,40,25,26,33, , 
09/03/2020,42,16,25,25, , 
10/03/2020,28,22,27,23, , 
11/03/2020,28,27,28,32, , 
12/03/2020,39,30,27,24, , 
13/03/2020,41,24,21,26, , 
14/03/2020,49,26,28,27, , 
15/03/2020,54,27,18,35, , 
16/03/2020,62,39,16,33, , 
17/03/2020,80,45,29,31, , 
18/03/2020,98,34,31,25, , 
19/03/2020,76,42,17,15, , 
20/03/2020,98,14,22,10, , 
21/03/2020,40,14,32,10, , 
22/03/2020,44,18,31,17, , 
23/03/2020,43,20,34,24, , 
24/03/2020,47,28,35,23, , 
25/03/2020,64,29,36,25, , 
26/03/2020,65,43,33,26, , 
27/03/2020,86,57,36,15, , 
28/03/2020,129,21,30,6, , 
29/03/2020,31, , , , , 
01/10/2019,41,21,22,23, , 
02/10/2019,37,41,16,42, , 
03/10/2019,63,33,21,29, , 
04/10/2019,49,24,18,32, , 
05/10/2019,48,19,26,25, , 
06/10/2019,43,26,23,24, , 
07/10/2019,40,16,20,25, , 
08/10/2019,38,31,22,23, , 
09/10/2019,44,31,20,26, , 
10/10/2019,44,32,23,33, , 
11/10/2019,56,35,18,36, , 
12/10/2019,63,28,25,25, , 
13/10/2019,53,34,29,33,1, 
14/10/2019,44,9,26,8, , 
15/10/2019,35,6,19,4, , 
16/10/2019,28,19,22,25, , 
17/10/2019,44,25,27,30, , 
18/10/2019,43,31,24,38, , 
19/10/2019,52,22,17,34, , 
20/10/2019,59,24,22,34, , 
21/10/2019,49,41,8,37, , 
22/10/2019,80,36,7,26, , 
23/10/2019,69,32,20,28, , 
24/10/2019,63,17,12,18, , 
25/10/2019,49,25,16,31, , 
26/10/2019,55,22,17,30, , 
27/10/2019,55,30,14,30, , 
28/10/2019,55,34,11,28, , 
29/10/2019,56,37,7,25, , 
30/10/2019,77,39,2,22, , 
31/10/2019,80,21,16,26, , 
01/11/2019,57,17,25,19, , 
02/11/2019,37,14,21,29, , 
03/11/2019,41,22,21,28, , 
04/11/2019,38,19,22,19, , 
05/11/2019,49,13,12,12, , 
06/11/2019,58,9,21,7, , 
07/11/2019,40,19,9,23, , 
08/11/2019,53,32,15,30, , 
09/11/2019,70,25,8,31, , 
10/11/2019,68,19,20,28, , 
11/11/2019,52,22,19,39, , 
12/11/2019,50,29,16,32, , 
13/11/2019,51,25,19,38, , 
14/11/2019,51,24,7,35, , 
15/11/2019,63,20,11,27, , 
16/11/2019,59,29,10,32, , 
17/11/2019,71,29,7,30, , 
18/11/2019,66,36,16,39,1, 
19/11/2019,72,31,10,33, , 
20/11/2019,69,32,8,32, , 
21/11/2019,71,24,16,33, , 
22/11/2019,49,20,15,24, , 
23/11/2019,48,27,19,29, , 
24/11/2019,62,24,22,24, , 
25/11/2019,46,19,25,26, , 
26/11/2019,37,12,29,19, , 
27/11/2019,27,22,27,26, , 
28/11/2019,38,25,24,28, , 
29/11/2019,45,32,24,33, , 
30/11/2019,58,25,16,24, , 
01/12/2019,61,36,5,31, , 
02/12/2019,74,38,2,34, , 
03/12/2019,82,40,2,36, , 
04/12/2019,96,42,2,29, , 
05/12/2019,107,29,13,30, , 
06/12/2019,77,23,15,32, , 
07/12/2019,48,18,26,22, , 
08/12/2019,39,19,28,25, , 
09/12/2019,34,41,15,36, , 
10/12/2019,66,26,19,33, , 
11/12/2019,45,17,21,33, , 
12/12/2019,44,22,26,26, , 
13/12/2019,36,23,31,27, , 
14/12/2019,43,20,29,29, , 
15/12/2019,44,23,18,39, , 
16/12/2019,60,28,15,37, , 
17/12/2019,58,32,17,31, , 
18/12/2019,61,37,7,36, , 
19/12/2019,66,20,24,32, , 
20/12/2019,41,22,25,31, , 
21/12/2019,50,17,27,24, , 
22/12/2019,36,22,25,24, , 
23/12/2019,37,23,24,26, , 
24/12/2019,45,20,26,24, , 
25/12/2019,47,26,21,34, , 
26/12/2019,56,18,24,24, , 
27/12/2019,43,24,14,31, , 
28/12/2019,61,40,5,30, , 
29/12/2019,92, , , , , 
01/07/2019,44,39,38,35, , 
02/07/2019,70,43,39,34, , 
03/07/2019,51,47,42,36, , 
04/07/2019,48,46,45,50, , 
05/07/2019,56,35,62,43, , 
06/07/2019,62,26,36,35, , 
07/07/2019,59,29,35,33, , 
08/07/2019,53,37,34,34, , 
09/07/2019,52,50,45,51, , 
10/07/2019,102,54,42,56, , 
11/07/2019,69,47,32,31, , 
12/07/2019,47,34,31,25, , 
13/07/2019,53,61,27,27, , 
14/07/2019,53,24,34,33, , 
15/07/2019,54,33,41,41, , 
16/07/2019,63,35,44,43, , 
17/07/2019,63,28,30,32, , 
18/07/2019,50,19,29,22, , 
19/07/2019,43,27,18,23, , 
20/07/2019,48,30,26,15, , 
21/07/2019,47,50,53,33, , 
22/07/2019,59,64,47,45, , 
23/07/2019,66,53,68,55, , 
24/07/2019,70,76,55,69, , 
25/07/2019,88,46,33,25, , 
26/07/2019,62,23,27,20, , 
27/07/2019,40,34,28,23, , 
28/07/2019,48,56,38,40, , 
29/07/2019,56,44,25,29, , 
30/07/2019,49,27,23,27, , 
31/07/2019,41,39,35,41, , 
01/08/2019,51,42,37,33, , 
02/08/2019,49,49,35,37, , 
03/08/2019,61,35,46,40, , 
04/08/2019,61,37,26,30, , 
05/08/2019,47,21,17,27, , 
06/08/2019,47,23,26,28, , 
07/08/2019,42,29,31,35, , 
08/08/2019,53,25,20,29, , 
09/08/2019,55,27,28,17, , 
10/08/2019,44,29,24,22, , 
11/08/2019,47,25,24,26, , 
12/08/2019,41,27,23,20, , 
13/08/2019,38,27,24,25, , 
14/08/2019,46,23,20,14, , 
15/08/2019,31,30,24,25, , 
16/08/2019,43,17,16,21, , 
17/08/2019,43,14,23,22, , 
18/08/2019,36,23,25,43, , 
19/08/2019,41,9,33,8, , 
20/08/2019,42,12,37,9, , 
21/08/2019,52,14,45,14, , 
22/08/2019,57,16,51,11, , 
23/08/2019,59,16,50,16, , 
24/08/2019,62,27,61,29, , 
25/08/2019,77,48,62,65, , 
26/08/2019,75,52,61,59, , 
27/08/2019,72,27,42,36, , 
28/08/2019,64,18,30,27, , 
29/08/2019,46,36,35,41, , 
30/08/2019,52,47,43,43, , 
31/08/2019,55,29,28,25, , 
01/09/2019,34,41,32,37, , 
02/09/2019,46,39,32,37, , 
03/09/2019,42,21,28,15, , 
04/09/2019,46,14,24,8, , 
05/09/2019,38,26,32,23, , 
06/09/2019,43,37,21,24, , 
07/09/2019,36,38,30,24, , 
08/09/2019,41,43,29,40, , 
09/09/2019,55,48,34,39, , 
10/09/2019,50,39,27,38, , 
11/09/2019,48,32,13,25, , 
12/09/2019,41,34,15,28, , 
13/09/2019,52,39,28,29, , 
14/09/2019,53,53,42,45, , 
15/09/2019,65,37,29,34, , 
16/09/2019,59,21,28,14, , 
17/09/2019,47,21,26,9, , 
18/09/2019,34,18,26,11, , 
19/09/2019,34,20,31,11, , 
20/09/2019,32,21,33,16, , 
21/09/2019,45,14,21,12, , 
22/09/2019,36,21,25,20, , 
23/09/2019,35,17,18,26, , 
24/09/2019,44,22,19,27, , 
25/09/2019,45,16,25,24, , 
26/09/2019,41,24,22,21, , 
27/09/2019,38,17,25,15, , 
28/09/2019,39,13,26,14, , 
29/09/2019,33,20,24,19,4, 
30/09/2019,37,21,21,27,1, 
01/04/2019,98,40,35,41, , 
02/04/2019,70,23,34,36, , 
03/04/2019,36,27,35,41, , 
04/04/2019,51,31,33,41, , 
05/04/2019,52,36,35,44, , 
06/04/2019,73,27,35,46, , 
07/04/2019,44,50,29,51, , 
08/04/2019,70,34,28,45, , 
09/04/2019,70,42,23,31, , 
10/04/2019,113,46,30,37, , 
11/04/2019,80,46,29,37, , 
12/04/2019,92,41,33,42, , 
13/04/2019,75,32,34,26, , 
14/04/2019,83,65,37,36, , 
15/04/2019,86,36,26,37, , 
16/04/2019,74,64,32,39, , 
17/04/2019,64,70,44,50, , 
18/04/2019,61,92,47,63, , 
19/04/2019,71,53,52,59, , 
20/04/2019,68,110,51,63, , 
21/04/2019,74,68,46,53, , 
22/04/2019,75,47,25,48, , 
23/04/2019,74,66,35,30, , 
24/04/2019,60,40,30,37, , 
25/04/2019,42,39,30,36, , 
26/04/2019,50,56,33,27, , 
27/04/2019,38,26,29,29, , 
28/04/2019,42,52,28,44, , 
29/04/2019,64,59,30,39, , 
30/04/2019,98,50,37,34, , 
01/05/2019,108,49,29,35, , 
02/05/2019,87,41,26,41, , 
03/05/2019,59,31,24,37, , 
04/05/2019,49,30,33,32, , 
05/05/2019,47,42,31,45, , 
06/05/2019,63,44,36,47, , 
07/05/2019,61,23,27,27, , 
08/05/2019,45,27,28,37, , 
09/05/2019,45,36,29,43, , 
10/05/2019,54,28,32,33, , 
11/05/2019,61,34,35,36, , 
12/05/2019,56,37,36,20, , 
13/05/2019,52,32,37,27, , 
14/05/2019,54,26,39,32, , 
15/05/2019,56,38,39,40, , 
16/05/2019,55,52,30,46, , 
17/05/2019,74,32,33,34, , 
18/05/2019,60,35,27,29, , 
19/05/2019,92,32,33,24, , 
20/05/2019,61,36,29,40, , 
21/05/2019,71,44,41,50, , 
22/05/2019,68,51,49,57, , 
23/05/2019,68,41,42,45, , 
24/05/2019,63,37,32,37, , 
25/05/2019,64,30,24,26, , 
26/05/2019,56,32,32,25, , 
27/05/2019,41,30,25,27, , 
28/05/2019,44,33,30,36, , 
29/05/2019,59,25,19,21, , 
30/05/2019,36,50,41,36, , 
31/05/2019,58,43,41,41, , 
01/06/2019,64,45,45,45, , 
02/06/2019,58,32,29,34, , 
03/06/2019,49,33,34,37, , 
04/06/2019,58,15,27,32, , 
05/06/2019,43,19,30,24, , 
06/06/2019,40,34,34,24, , 
07/06/2019,34,31,27,19, , 
08/06/2019,40,35,33,33, , 
09/06/2019,56,23,30,24, , 
10/06/2019,44,30,27,40, , 
11/06/2019,48,24,24,33, , 
12/06/2019,39,28,29,34, , 
13/06/2019,39,31,38,43, , 
14/06/2019,56,25,33,30, , 
15/06/2019,48,21,25,22, , 
16/06/2019,44,36,32,38, , 
17/06/2019,57,54,40,43, , 
18/06/2019,61,52,36,39, , 
19/06/2019,59,28,29,33, , 
20/06/2019,50,21,31,38, , 
21/06/2019,54,23,41,38, , 
22/06/2019,54,28,40,39, , 
23/06/2019,65,35,43,45, , 
24/06/2019,66,37,52,50, , 
25/06/2019,69,47,50,46, , 
26/06/2019,84,52,47,41, , 
27/06/2019,74,42,57,51, , 
28/06/2019,58,37,61,52, , 
29/06/2019,62,31,38,29, , 
30/06/2019,59,25,33,25, , 
01/01/2019,61,34,21,36, , 
02/01/2019,51,36,16,40, , 
03/01/2019,57,40,16,41, , 
04/01/2019,73,37,17,32, , 
05/01/2019,77,41,13,41, , 
06/01/2019,86,39,14,39, , 
07/01/2019,74,33,18,36, , 
08/01/2019,50,27,18,32, , 
09/01/2019,45,43,17,44,1, 
10/01/2019,56,39,14,43,1, 
11/01/2019,76,28,20,35, , 
12/01/2019,63,21,24,25, , 
13/01/2019,42,36,22,34, , 
14/01/2019,50,43,22,45, , 
15/01/2019,58,40,19,39, , 
16/01/2019,65,29,19,36, , 
17/01/2019,47,51,8,52, , 
18/01/2019,83,32,9,35, , 
19/01/2019,73,35,12,33, , 
20/01/2019,86,61,3,40,1, 
21/01/2019,137,43,9,32, , 
22/01/2019,106,26,15,43, , 
23/01/2019,67,53,8,45, , 
24/01/2019,119,42,4,42, , 
25/01/2019,96,15,24,37, , 
26/01/2019,46,12,26,27, , 
27/01/2019,37,28,22,34, , 
28/01/2019,50,31,14,42, , 
29/01/2019,64,21,19,41, , 
30/01/2019,54,25,13,41, , 
31/01/2019,63,34,15,51, , 
01/02/2019,66,34,15,35, , 
02/02/2019,73,35,15,33, , 
03/02/2019,67,40,14,39, , 
04/02/2019,77,39,14,40, , 
05/02/2019,69,36,14,35, , 
06/02/2019,70,24,24,41, , 
07/02/2019,53,25,26,29, , 
08/02/2019,41,31,28,27, , 
09/02/2019,48,31,46,27, , 
10/02/2019,35,41,27,42, , 
11/02/2019,54,54,14,55,1, 
12/02/2019,95,53,9,40, , 
13/02/2019,100,61,6,44, , 
14/02/2019,96,74,6,62,1, 
15/02/2019,113,71,12,63,1, 
16/02/2019,135,55,23,52, , 
17/02/2019,114,70,23,50, , 
18/02/2019,93,63,21,42, , 
19/02/2019,66,67,19,54, , 
20/02/2019,112,75,5,61,1, 
21/02/2019,133,78,12,63,1, 
22/02/2019,143,46,20,38, , 
23/02/2019,83,42,19,41, , 
24/02/2019,75,68,17,49,1, 
25/02/2019,85,80,15,54,1, 
26/02/2019,93,82,12,62,1, 
27/02/2019,129,54,28,48, , 
28/02/2019,89,33,30,38, , 
01/03/2019,59,32,26,38, , 
02/03/2019,55,26,28,20, , 
03/03/2019,42,25,35,26, , 
04/03/2019,37,31,26,38, , 
05/03/2019,44,29,17,42, , 
06/03/2019,54,19,30,34, , 
07/03/2019,33,20,30,37, , 
08/03/2019,34,22,26,34, , 
09/03/2019,44,26,36,23, , 
10/03/2019,40,34,31,34, , 
11/03/2019,44,34,31,35, , 
12/03/2019,51,33,30,30, , 
13/03/2019,42,20,27,31, , 
14/03/2019,37,24,24,29, , 
15/03/2019,40,25,34,27, , 
16/03/2019,41,19,33,30, , 
17/03/2019,41,29,26,40, , 
18/03/2019,49,46,29,51, , 
19/03/2019,68,53,24,52, , 
20/03/2019,89,53,29,49, , 
21/03/2019,90,58,20,48, , 
22/03/2019,107,53,26,39, , 
23/03/2019,111,51,22,32, , 
24/03/2019,105,41,31,37, , 
25/03/2019,57,42,33,38, , 
26/03/2019,53,54,30,40, , 
27/03/2019,78,53,27,39, , 
28/03/2019,108,64,27,46, , 
29/03/2019,87,54,38,60, , 
30/03/2019,88,71,40,58, , 
31/03/2019,99,61,40,46, , 
01/10/2018,44,33,17,37,1,4
02/10/2018,50,28,16,33,1,4
03/10/2018,48,47,22,46,2,5
04/10/2018,64,75,21,58,2,7
05/10/2018,81,64,32,54,2,5
06/10/2018,74,34,14,31,1,3
07/10/2018,65,49,22,45,1,6
08/10/2018,66,61,23,52,2,5
09/10/2018,76,63,25,49,2,6
10/10/2018,81,40,24,39,1,3
11/10/2018,48,35,21,38, ,4
12/10/2018,57,54,20,46, ,3
13/10/2018,65,44,29,37, ,2
14/10/2018,60,51,30,48, ,3
15/10/2018,69,60,26,57,1,6
16/10/2018,80,49,15,45, ,5
17/10/2018,67,53,17,33, ,3
18/10/2018,77,54,13,32, ,4
19/10/2018,92,72,17,36, ,3
20/10/2018,94,71,12,38, ,3
21/10/2018,109,55,13,37, ,3
22/10/2018,77,46,15,41, ,4
23/10/2018,60,46,10,34, ,4
24/10/2018,60,49,15,39, ,5
25/10/2018,72,42,19,40, ,4
26/10/2018,67,43,18,39, ,3
27/10/2018,55,50,13,26, ,1
28/10/2018,67,39,11,28, ,3
29/10/2018,70,29,14,35, ,3
30/10/2018,56,32,10,35, ,3
31/10/2018,70,21,14,34, ,2
01/11/2018,50,34,17,44, ,4
02/11/2018,68,48,13,53,1,6
03/11/2018,94,42,8,34, ,4
04/11/2018,105,41,8,34, ,4
05/11/2018,79,29,19,37, ,3
06/11/2018,53,21,18,31, ,2
07/11/2018,46,32,16,34, ,2
