date, pm25, pm10, o3, no2, so2, co
2023/8/22, 15, 10, 12, 1, , 1
2023/8/23, 18, 8, 13, , , 
2023/8/24, 16, 6, 14, , , 1
2023/8/25, 13, 7, 17, , , 1
2023/8/26, 17, 8, 23, , , 1
2023/8/27, 21, 12, 39, , , 2
2023/8/28, 31, 12, 43, 2, , 2
2023/8/29, 30, 10, 23, 3, , 1
2023/8/30, 24, 10, 19, 2, , 
2023/8/31, 26, 8, 22, 2, , 1
2023/9/1, 22, 9, 28, 4, , 1
2023/9/2, 24, 14, 28, 4, , 2
2023/9/3, 32, 8, 13, 8, , 2
2023/9/4, 17, 7, 25, 3, , 1
2023/9/5, 21, 8, 21, 6, , 1
2023/9/6, 22, 9, 35, 5, , 2
2023/9/7, 27, 8, 26, 4, , 2
2023/9/8, 19, 9, 33, 6, , 
2023/9/9, 18, 13, 24, 3, , 2
2023/9/10, 31, 7, 20, 5, , 1
2023/9/11, 19, 11, 39, 7, , 2
2023/9/12, 28, 13, 61, 8, , 2
2023/9/13, 34, 8, 22, 4, , 1
2023/9/14, 21, 15, 40, 10, , 2
2023/9/15, 34, 17, 47, 6, , 2
2023/9/16, 38, 12, 31, 3, , 1
2023/9/17, 34, 6, 20, 2, , 1
2023/9/18, 19, 9, 26, 5, , 1
2023/9/19, 26, 16, 51, 8, , 2
2023/9/20, 40, 12, 13, 5, , 1
2023/9/21, 26, 13, 29, 7, , 1
2023/9/22, 31, 5, 29, 3, , 
2023/9/23, 11, 7, 36, 2, , 
2023/9/24, 19, 10, 39, 5, , 3
2023/9/25, 28, 13, 51, 10, , 2
2023/9/26, 37, 16, 52, 12, , 2
2023/9/27, 43, 23, 78, 10, , 2
2023/9/28, 52, 13, 36, 8, , 2
2023/9/29, 31, 11, 40, 7, , 2
2023/9/30, 29, 14, 30, 5, , 2
2023/4/1, 53, 15, 43, 4, , 2
2023/4/2, 45, 10, 42, 3, , 2
2023/4/3, 33, 12, 48, 11, , 2
2023/4/4, 37, 13, 52, 11, , 2
2023/4/5, 43, 10, 43, 2, , 2
2023/4/6, 30, 12, 36, 1, , 2
2023/4/7, 36, 6, 36, 3, , 2
2023/4/8, 18, 12, 45, 3, , 3
2023/4/9, 37, 15, 48, 7, , 2
2023/4/10, 47, 16, 47, 8, , 2
2023/4/11, 51, 13, 40, 4, , 2
2023/4/12, 39, 24, 43, 5, , 2
2023/4/13, 65, 25, 42, 8, , 2
2023/4/14, 58, 13, 30, 9, , 2
2023/4/15, 27, 8, 38, 4, , 2
2023/4/16, 24, 12, 39, 3, , 2
2023/4/17, 39, 17, 38, 9, , 2
2023/4/18, 52, 22, 46, 12, , 3
2023/4/19, 61, 25, 63, 8, , 3
2023/4/20, 65, 23, 49, 5, , 2
2023/4/21, 58, 23, 41, 4, , 2
2023/4/22, 62, 12, 46, 2, , 2
2023/4/23, 39, 12, 41, 7, , 2
2023/4/24, 44, 14, 41, 9, , 2
2023/4/25, 48, 10, 36, 11, , 2
2023/4/26, 31, 8, 57, 4, , 
2023/4/27, 22, 11, 59, 6, , 2
2023/4/28, 39, 11, 45, 2, , 
2023/4/29, 49, 11, 28, 4, , 2
2023/4/30, 26, 15, 51, 5, , 2
2023/5/1, 45, 11, 42, 4, , 2
2023/5/2, 33, 12, 56, 6, , 2
2023/5/3, 40, 16, 63, 5, , 2
2023/5/4, 48, 12, 46, 3, , 2
2023/5/5, 37, 14, 40, 1, , 
2023/5/6, 40, 7, 32, 2, , 2
2023/5/7, 19, 4, 38, 4, , 
2023/5/8, 11, 9, 44, 5, , 3
2023/5/9, 34, 16, 69, 10, , 2
2023/5/10, 49, 13, 48, 9, , 3
2023/5/11, 44, 11, 46, 10, , 2
2023/5/12, 41, 11, 37, 6, , 2
2023/5/13, 34, 11, 39, 5, , 2
2023/5/14, 31, 10, 38, 8, , 2
2023/5/15, 32, 12, 67, 9, , 3
2023/5/16, 40, 19, 74, 11, , 3
2023/5/17, 53, 29, 95, 11, , 3
2023/5/18, 75, 10, 40, 4, , 2
2023/5/19, 33, 8, 35, 4, , 2
2023/5/20, 23, 12, 48, 3, , 2
2023/5/21, 38, 21, 68, 7, , 2
2023/5/22, 56, 28, 38, 6, , 
2023/5/23, 47, 9, 36, 6, , 2
2023/5/24, 22, 9, 40, 8, , 2
2023/5/25, 31, 10, 42, 5, , 1
2023/5/26, 28, 11, 56, 5, , 1
2023/5/27, 35, 11, 39, 2, , 2
2023/5/28, 33, 16, 25, 10, , 2
2023/5/29, 42, 9, 43, 8, , 2
2023/5/30, 26, 9, 32, 7, , 2
2023/5/31, 24, 11, 39, 8, , 2
2023/6/1, 29, 6, 25, 6, , 1
2023/6/2, 12, 8, 41, 4, , 2
2023/6/3, 18, 12, 45, 5, , 2
2023/6/4, 38, 15, 50, 9, , 2
2023/6/5, 44, 17, 49, 9, , 3
2023/6/6, 50, 13, 76, 5, , 2
2023/6/7, 42, 12, 57, 8, , 2
2023/6/8, 40, 6, 34, 9, , 2
2023/6/9, 16, 11, 43, 6, , 2
2023/6/10, 32, 12, 38, 3, , 3
2023/6/11, 30, 12, 19, 11, , 2
2023/6/12, 37, 10, 51, 6, , 2
2023/6/13, 33, 13, 26, 8, , 1
2023/6/14, 31, 10, 28, 9, , 2
2023/6/15, 26, 5, 50, 3, , 2
2023/6/16, 17, 11, 67, 4, , 2
2023/6/17, 39, 20, 69, 6, , 
2023/6/18, 58, 16, 49, 4, , 2
2023/6/19, 50, 13, 43, 6, , 2
2023/6/20, 37, 11, 46, 7, , 2
2023/6/21, 36, 8, 34, 7, , 2
2023/6/22, 23, 12, 32, 10, , 2
2023/6/23, 39, 16, 68, 9, , 3
2023/6/24, 49, 21, 81, 5, , 3
2023/6/25, 62, 23, 76, 8, , 3
2023/6/26, 61, 21, 60, 6, , 3
2023/6/27, 58, 20, 57, 6, , 2
2023/6/28, 55, 15, 57, 8, , 3
2023/6/29, 42, 18, 22, 6, , 2
2023/6/30, 44, 8, 43, 3, , 1
2023/1/2, 11, 4, 27, 6, , 2
2023/1/3, 14, 3, 25, 6, , 2
2023/1/4, 13, 3, 30, 6, , 3
2023/1/5, 13, 9, 18, 25, , 4
2023/1/6, 35, 11, 23, 18, , 3
2023/1/7, 46, 15, 32, 18, , 4
2023/1/8, 55, 13, 32, 18, , 4
2023/1/9, 54, 5, 28, 6, , 2
2023/1/10, 19, 9, 20, 21, , 3
2023/1/11, 35, 12, 18, 25, , 4
2023/1/12, 46, 18, 14, 32, , 5
2023/1/13, 64, 20, 3, 27, , 5
2023/1/14, 68, 12, 23, 12, , 4
2023/1/15, 43, 5, 22, 12, , 3
2023/1/16, 25, 6, 23, 11, , 3
2023/1/17, 19, 8, 25, 14, , 2
2023/1/18, 38, 6, 20, 14, , 2
2023/1/19, 23, 12, 22, 22, , 4
2023/1/20, 50, 5, 28, 4, , 2
2023/1/21, 16, 8, 24, 12, , 3
2023/1/22, 29, 14, 16, 16, , 3
2023/1/23, 54, 18, 25, 20, , 3
2023/1/24, 66, 2, 30, 2, , 2
2023/1/25, 5, 7, 22, 20, , 3
2023/1/26, 27, 9, 22, 21, , 3
2023/1/27, 35, 5, 31, 5, , 2
2023/1/28, 14, 10, 28, 9, , 4
2023/1/29, 32, 8, 27, 13, , 3
2023/1/30, 30, 6, 30, 6, , 2
2023/1/31, 17, 12, 34, 18, , 3
2023/2/1, 46, 7, 30, 6, , 2
2023/2/2, 21, 9, 28, 13, , 3
2023/2/3, 35, 17, 27, 23, , 4
2023/2/4, 57, 9, 32, 12, , 3
2023/2/5, 31, 13, 30, 23, , 3
2023/2/6, 51, 16, 36, 18, , 3
2023/2/7, 55, 18, 31, 11, , 4
2023/2/8, 66, 7, 32, 6, , 2
2023/2/9, 25, 10, 19, 14, , 3
2023/2/10, 41, 4, 35, 5, , 2
2023/2/11, 20, 10, 35, 9, , 3
2023/2/12, 38, 10, 23, 12, , 3
2023/2/13, 42, 4, 32, 5, , 2
2023/2/14, 12, 3, 31, 3, , 2
2023/2/15, 12, 5, 28, 11, , 2
2023/2/16, 23, 12, 31, 21, , 4
2023/2/17, 51, 16, 38, 25, , 4
2023/2/18, 60, 17, 41, 13, , 3
2023/2/19, 60, 6, 36, 6, , 3
2023/2/20, 23, 5, 34, 4, , 
2023/2/21, 17, 6, 30, 12, , 3
2023/2/22, 27, 16, 29, 18, , 3
2023/2/23, 61, 16, 18, 25, , 4
2023/2/24, 63, 7, 34, 11, , 3
2023/2/25, 35, 4, 33, 3, , 
2023/2/26, 18, 7, 34, 9, , 2
2023/2/27, 28, 11, 39, 14, , 3
2023/2/28, 36, 12, 39, 14, , 3
2023/3/1, 44, 9, 37, 5, , 2
2023/3/2, 35, 5, 30, 10, , 2
2023/3/3, 22, 9, 40, 9, , 2
2023/3/4, 35, 11, 35, 5, , 2
2023/3/5, 40, 11, 32, 12, , 2
2023/3/6, 48, 15, 42, 17, , 3
2023/3/7, 54, 19, 48, 18, , 3
2023/3/8, 61, 27, 68, 15, , 3
2023/3/9, 73, 15, 46, 4, , 3
2023/3/10, 48, 12, 43, 9, , 2
2023/3/11, 38, 11, 42, 9, , 2
2023/3/12, 37, 13, 42, 6, , 2
2023/3/13, 35, 6, 32, 7, , 3
2023/3/14, 22, 12, 41, 12, , 2
2023/3/15, 42, 15, 47, 15, , 2
2023/3/16, 50, 16, 31, 10, , 2
2023/3/17, 49, 6, 29, 6, , 2
2023/3/18, 23, 7, 40, 6, , 2
2023/3/19, 22, 11, 42, 11, , 2
2023/3/20, 39, 12, 34, 11, , 2
2023/3/21, 36, 14, 44, 11, , 2
2023/3/22, 46, 15, 28, 17, , 3
2023/3/23, 54, 6, 29, 9, , 2
2023/3/24, 21, 22, 32, 6, , 2
2023/3/25, 37, 7, 24, 6, , 2
2023/3/26, 11, 13, 35, 6, , 2
2023/3/27, 45, 19, 30, 9, , 2
2023/3/28, 47, 17, 40, 10, , 2
2023/3/29, 48, 13, 42, 8, , 2
2023/3/30, 40, 13, 38, 10, , 2
2023/3/31, 38, 19, 61, 12, , 3
2022/10/1, 38, 15, 43, 5, 1, 2
2022/10/2, 43, 16, 40, 7, 1, 2
2022/10/3, 47, 15, 35, 8, 1, 2
2022/10/4, 43, 12, 18, 8, 1, 2
2022/10/5, 28, 6, 19, 7, , 2
2022/10/6, 11, 5, 22, 7, , 2
2022/10/7, 13, 5, 19, 9, , 3
2022/10/8, 14, 8, 27, 5, , 2
2022/10/9, 18, 9, 16, 8, , 3
2022/10/10, 26, 10, 32, 8, 1, 3
2022/10/11, 30, 9, 19, 9, 1, 2
2022/10/12, 25, 11, 20, 11, 1, 2
2022/10/13, 31, 8, 24, 9, 1, 3
2022/10/14, 16, 10, 31, 6, 1, 2
2022/10/15, 26, 12, 29, 9, 1, 2
2022/10/16, 33, 18, 10, 15, 1, 3
2022/10/17, 48, 8, 24, 7, 1, 2
2022/10/18, 21, 8, 23, 9, , 2
2022/10/19, 18, 8, 30, 15, 1, 3
2022/10/20, 24, 11, 37, 13, 1, 3
2022/10/21, 32, 18, 23, 18, 1, 4
2022/10/22, 53, 15, 37, 9, 1, 3
2022/10/23, 46, 6, 26, 7, , 2
2022/10/24, 18, 6, , 7, 1, 
2022/10/25, 20, 6, 15, 6, 1, 
2022/10/26, 19, , 19, 19, 1, 3
2022/10/27, 33, 15, 32, 16, 1, 3
2022/10/28, 48, 10, 31, 10, 1, 3
2022/10/29, 30, 9, 31, 9, 1, 3
2022/10/30, 27, 7, 30, 10, 1, 2
2022/10/31, 20, 9, 23, 13, 1, 2
2022/11/1, 28, 9, 23, 19, 1, 3
2022/11/2, 26, 14, 37, 14, 1, 3
2022/11/3, 42, 11, 30, 9, 1, 3
2022/11/4, 28, 7, 23, 10, 1, 3
2022/11/5, 23, 9, 30, 9, 1, 3
2022/11/6, 30, 12, 17, 19, 1, 5
2022/11/7, 39, 10, 35, 12, , 3
2022/11/8, 32, 12, 30, 17, 2, 3
2022/11/9, 38, 20, 27, 23, 1, 5
2022/11/10, 63, 17, 38, 15, 1, 3
2022/11/11, 56, 18, 35, 21, 1, 4
2022/11/12, 51, 16, 36, 9, 1, 4
2022/11/13, 50, 4, 28, 4, 1, 
2022/11/14, 14, 5, 16, 10, 1, 
2022/11/15, 19, 6, 25, 14, 1, 
2022/11/16, 27, 8, 23, 17, 1, 
2022/11/17, 29, 12, 19, 21, 1, 4
2022/11/18, 46, 12, 32, 12, 1, 3
2022/11/19, 42, 15, 21, 10, 1, 3
2022/11/20, 54, 6, 23, 11, 1, 3
2022/11/21, 23, 9, 28, 10, 1, 4
2022/11/22, 30, 9, 25, 8, 1, 2
2022/11/23, 28, 3, 26, 11, 1, 2
2022/11/24, 9, 6, 26, , 1, 3
2022/11/26, 69, 9, 30, 9, 1, 3
2022/11/27, 29, 11, 14, 16, 1, 3
2022/11/28, 41, 13, 28, 16, 1, 3
2022/11/29, 43, 8, 24, 10, 1, 3
2022/11/30, 21, 5, 18, 11, 1, 3
2022/12/1, 19, 4, 23, 8, 1, 2
2022/12/2, 17, 7, 15, 13, 1, 4
2022/12/3, 28, 8, 23, 11, 1, 4
2022/12/4, 29, 6, 15, 13, 1, 2
2022/12/5, 27, 5, 13, 12, 1, 3
2022/12/6, 25, 8, 18, 18, 1, 4
2022/12/7, 32, 8, 19, 18, 1, 4
2022/12/8, 25, 8, 14, 23, 1, 4
2022/12/9, 30, 11, 23, 21, 1, 4
2022/12/10, 44, 11, 26, 12, , 3
2022/12/11, 42, 8, 26, 12, 1, 2
2022/12/12, 25, 10, 13, 22, 1, 4
2022/12/13, 46, 6, 25, 13, 2, 4
2022/12/14, 22, 5, 21, 18, 1, 3
2022/12/15, 16, 7, 21, 17, 1, 3
2022/12/16, 23, 9, 14, 14, 1, 3
2022/12/17, 36, 6, 28, 8, , 2
2022/12/18, 29, 5, 26, 15, 1, 3
2022/12/19, 18, 8, 19, 27, 1, 4
2022/12/20, 30, 10, 13, 25, , 4
2022/12/21, 41, 8, 24, 18, , 3
2022/12/22, 37, 4, 28, 5, , 2
2022/12/23, 18, 4, 26, 7, , 2
2022/12/24, 17, 4, 31, 7, , 2
2022/12/25, 17, 3, 29, 9, , 2
2022/12/26, 15, 5, 26, 14, , 2
2022/12/27, 19, 9, 19, 21, , 4
2022/12/28, 37, 7, 29, 14, , 3
2022/12/29, 31, 6, 24, 10, , 3
2022/12/30, 20, 6, 23, 16, , 4
2022/12/31, 25, 10, 28, 14, , 3
2023/1/1, 41, 2, 28, 5, , 2
2022/7/1, 68, 22, 68, 8, 1, 2
2022/7/2, 57, 17, 39, 7, 1, 1
2022/7/3, 42, 16, 21, 9, , 2
2022/7/4, 40, , 18, 6, 1, 1
2022/7/6, 21, 6, 22, 4, 1, 
2022/7/7, 18, 7, 26, 3, 1, 2
2022/7/8, 23, 9, 38, 4, 1, 1
2022/7/9, 28, 9, 24, 2, 1, 1
2022/7/10, 25, 11, 56, 6, 1, 1
2022/7/11, 36, 14, 23, 11, 1, 2
2022/7/12, 40, 7, 14, 7, , 1
2022/7/13, 12, 7, 15, 5, , 1
2022/7/14, 14, 11, 10, 10, 1, 2
2022/7/15, 20, 8, 23, 7, , 1
2022/7/16, 14, 10, 48, 3, 1, 1
2022/7/17, 24, 17, 71, 6, 1, 2
2022/7/18, 43, 18, 19, 8, 1, 2
2022/7/19, 40, 18, 40, 6, 1, 3
2022/7/20, 45, 19, 57, 6, 1, 2
2022/7/21, 52, 20, 50, 4, 1, 2
2022/7/22, 50, 16, 67, 5, 1, 2
2022/7/23, 45, 14, 39, 5, 1, 2
2022/7/24, 37, 11, 37, 2, 1, 1
2022/7/25, 31, 12, 10, 4, , 1
2022/7/26, 21, 10, 14, 2, , 
2022/7/27, 18, 8, 22, 3, , 1
2022/7/28, 21, 9, 28, 5, 1, 
2022/7/29, 23, 14, 33, 5, 1, 1
2022/7/30, 36, 19, 55, 7, 2, 3
2022/7/31, 51, 15, 46, 6, 1, 1
2022/8/1, 40, 18, 65, 6, 1, 1
2022/8/2, 46, 33, 84, 9, 2, 2
2022/8/3, 78, 12, 27, 6, 2, 1
2022/8/4, 28, 8, 23, 4, , 2
2022/8/5, 18, 12, 45, 6, 3, 2
2022/8/6, 33, 16, 46, 6, 3, 2
2022/8/7, 39, 14, 31, 3, 1, 1
2022/8/8, 40, 18, 24, 3, 1, 
2022/8/9, 51, 10, 18, 2, , 
2022/8/10, 32, 8, 17, 1, , 
2022/8/11, 20, 13, 13, 1, 1, 1
2022/8/12, 28, 11, 17, 2, , 1
2022/8/13, 23, 14, 32, 4, , 2
2022/8/14, 30, 26, 72, 6, 1, 2
2022/8/15, 59, 22, 24, 2, 1, 1
2022/8/16, 57, 12, 41, 7, 1, 2
2022/8/17, 38, 10, 30, 8, 1, 2
2022/8/18, 22, 8, 56, 5, 1, 2
2022/8/19, 30, 18, 64, 8, 1, 2
2022/8/20, 45, 18, 33, 4, 1, 2
2022/8/21, 44, 17, 35, 9, 2, 2
2022/8/22, 44, 17, 24, 5, 2, 2
2022/8/23, 42, 16, 36, 5, 1, 2
2022/8/24, 44, 15, 31, 9, 2, 3
2022/8/25, 40, 26, 46, 11, 1, 2
2022/8/26, 55, 25, 43, 7, 1, 2
2022/8/27, 60, 9, 36, 3, 1, 2
2022/8/28, 24, 9, 37, 3, 1, 2
2022/8/29, 27, 11, 36, 7, 1, 3
2022/8/30, 29, 15, 19, 6, , 2
2022/8/31, 33, 9, 15, 3, , 1
2022/9/1, 17, 7, 22, 9, 1, 2
2022/9/2, 13, 10, 30, 5, 1, 2
2022/9/3, 23, 15, 36, 4, 2, 3
2022/9/4, 37, 12, 34, 6, 1, 2
2022/9/5, 35, 10, 13, 6, 1, 2
2022/9/6, 21, 8, 11, 6, 1, 2
2022/9/7, 18, 6, 21, 7, 1, 1
2022/9/8, 12, 9, 23, 7, , 1
2022/9/9, 20, 11, 38, 4, 1, 1
2022/9/10, 31, 12, 24, 2, 1, 1
2022/9/11, 33, 9, 30, 3, , 2
2022/9/12, 27, 13, 44, 8, 2, 2
2022/9/13, 37, 17, 36, 9, 2, 2
2022/9/14, 45, 14, 31, 5, 1, 2
2022/9/15, 40, 10, 42, 10, 1, 2
2022/9/16, 31, 15, 43, 9, 1, 2
2022/9/17, 40, 11, 13, 7, 1, 2
2022/9/18, 18, 19, 20, 2, 1, 1
2022/9/19, 40, 12, 21, 3, 1, 1
2022/9/20, 26, 7, 26, 4, , 1
2022/9/21, 16, 9, 31, 5, 1, 1
2022/9/22, 24, 8, 21, 6, 1, 2
2022/9/23, 20, 6, 18, 7, , 2
2022/9/24, 9, 11, 38, 3, 1, 
2022/9/25, 26, 14, 58, 8, 1, 2
2022/9/26, 39, 14, 41, 8, 1, 2
2022/9/27, 37, 12, 46, 6, 1, 2
2022/9/28, 37, 14, 33, 10, 1, 3
2022/9/29, 41, 15, 51, 8, 1, 3
2022/9/30, 45, 13, 42, 6, 1, 2
2022/4/1, 20, 10, 41, 6, 1, 2
2022/4/2, 38, 9, 33, 7, 1, 2
2022/4/3, 38, 3, 33, 5, 1, 
2022/4/4, 8, 6, 38, 8, 1, 3
2022/4/5, 19, 15, 50, 13, 2, 3
2022/4/6, 52, 20, 50, 9, 1, 2
2022/4/7, 57, 15, 55, 7, 2, 2
2022/4/8, 43, 17, 60, 9, 1, 2
2022/4/9, 51, 21, 80, 8, 1, 3
2022/4/10, 62, 23, 48, 8, 1, 2
2022/4/11, 62, 21, 46, 9, 1, 2
2022/4/12, 58, 19, 64, 10, 1, 2
2022/4/13, 49, 11, 35, 7, 1, 2
2022/4/14, 36, 5, 20, 10, , 2
2022/4/15, 20, 5, 38, 4, , 2
2022/4/16, 17, 13, 39, 6, 1, 3
2022/4/17, 45, 14, 28, 12, 1, 3
2022/4/18, 49, 11, 46, 8, 1, 2
2022/4/19, 37, 19, 35, 9, 1, 2
2022/4/20, 57, 20, 48, 11, 1, 
2022/4/21, 65, 9, 49, 9, 1, 3
2022/4/22, 31, 21, 82, 13, 2, 3
2022/4/23, 60, 22, 46, 7, 1, 3
2022/4/24, 58, 15, 52, 8, 1, 2
2022/4/25, 45, 10, 36, 5, 1, 2
2022/4/26, 26, 10, 31, 7, 1, 2
2022/4/27, 22, 14, 42, 4, 1, 2
2022/4/28, 35, 8, 35, 7, 1, 2
2022/4/29, 23, 5, 43, 4, 1, 
2022/4/30, 21, 10, 31, 7, 1, 3
2022/5/1, 38, 7, 42, 6, 1, 2
2022/5/2, 21, 9, 54, 5, 1, 2
2022/5/3, 29, 14, 56, 6, , 2
2022/5/4, 47, 19, 79, 8, 2, 3
2022/5/5, 58, 14, 49, 7, 1, 2
2022/5/6, 43, 11, 43, 7, 1, 2
2022/5/7, 33, 8, 40, 5, 2, 2
2022/5/8, 21, 9, 31, 6, 1, 2
2022/5/9, 24, 9, 46, 6, 1, 3
2022/5/10, 29, 12, 54, 9, 2, 2
2022/5/11, 37, 13, 31, 9, 1, 2
2022/5/12, 39, 6, 20, 9, , 3
2022/5/13, 15, 7, 35, 5, 1, 2
2022/5/14, 15, 12, 40, 4, 1, 2
2022/5/15, 36, 10, 33, 7, 1, 2
2022/5/16, 31, 10, 18, 14, 1, 3
2022/5/17, 39, 15, 59, 10, 1, 3
2022/5/18, 53, 16, 63, 8, 1, 2
2022/5/19, 52, 24, 76, 13, 1, 3
2022/5/20, 64, 19, 32, 10, 1, 3
2022/5/21, 58, 8, 44, 3, 1, 2
2022/5/22, 23, 10, 53, 5, 1, 2
2022/5/23, 29, 11, 52, 7, 2, 2
2022/5/24, 32, 10, 53, 5, 1, 2
2022/5/25, 26, 12, 45, 6, 1, 2
2022/5/26, 31, 11, 35, 7, 1, 2
2022/5/27, 24, 10, 54, 6, 1, 2
2022/5/28, 29, 13, 71, 5, 1, 2
2022/5/29, 41, 18, 54, 8, 1, 2
2022/5/30, 48, 9, 37, 6, 1, 1
2022/5/31, 25, 12, 57, 6, 1, 2
2022/6/1, 33, 12, 42, 7, , 2
2022/6/2, 37, 15, 46, 8, 1, 2
2022/6/3, 43, 12, 54, 3, 1, 2
2022/6/4, 34, 13, 49, 4, 1, 2
2022/6/5, 38, 6, 34, 5, , 1
2022/6/6, 14, 4, 32, 5, 1, 2
2022/6/7, 11, 12, 26, 4, 1, 1
2022/6/8, 32, 9, 36, 7, 1, 1
2022/6/9, 22, 12, 42, 6, 1, 2
2022/6/10, 36, 9, 31, 7, 1, 2
2022/6/11, 21, 10, 36, 2, 1, 2
2022/6/12, 29, 8, 39, 4, 1, 1
2022/6/13, 25, 10, 23, 5, 1, 1
2022/6/14, 29, 10, 29, 8, 1, 3
2022/6/15, 28, 15, 34, 12, 1, 3
2022/6/16, 45, 25, 81, 17, 2, 4
2022/6/17, 71, 22, 37, 14, 1, 3
2022/6/18, 53, 12, 42, 5, 1, 2
2022/6/19, 31, 20, 52, 8, 1, 2
2022/6/20, 52, 25, 68, 14, 2, 3
2022/6/21, 63, 17, 34, 7, 1, 2
2022/6/22, 43, 16, 24, 8, 1, 2
2022/6/23, 45, 13, 20, 3, , 1
2022/6/24, 37, 18, 32, 2, 1, 1
2022/6/25, 51, 13, 27, 3, , 1
2022/6/26, 41, 20, 91, 11, 1, 2
2022/6/27, 54, 23, 107, 11, 1, 2
2022/6/28, 61, 21, 57, 12, 1, 2
2022/6/29, 58, 26, 116, 11, 3, 2
2022/6/30, 67, 27, 105, 10, 1, 2
2022/1/3, 28, 7, 28, 12, , 3
2022/1/4, 23, 4, 29, 5, , 2
2022/1/5, 14, 10, 17, 17, 1, 3
2022/1/6, 40, 10, 30, 14, 1, 3
2022/1/7, 32, 10, 28, 21, 1, 4
2022/1/8, 35, 12, 24, 20, 1, 4
2022/1/9, 46, 10, 29, 8, 1, 3
2022/1/10, 36, 14, 15, 21, 1, 3
2022/1/11, 57, 4, 28, 9, , 2
2022/1/12, 14, 6, 27, 14, 1, 2
2022/1/13, 23, 5, 30, 6, 1, 2
2022/1/14, 13, 6, 30, 12, 1, 2
2022/1/15, 19, 12, 25, 17, 1, 3
2022/1/16, 43, 10, 23, 21, 1, 4
2022/1/17, 38, 5, 28, 8, 1, 2
2022/1/18, 16, 7, 24, 18, 1, 4
2022/1/19, 29, 8, 26, 17, 1, 3
2022/1/20, 31, 5, 30, 10, 1, 2
2022/1/21, 14, 6, 32, 14, 1, 3
2022/1/22, 24, 12, 27, 10, , 3
2022/1/23, 42, 9, 34, 11, 1, 2
2022/1/24, 36, 9, 24, 17, , 3
2022/1/25, 33, 17, 20, 20, , 4
2022/1/26, 69, 13, 33, 12, , 4
2022/1/27, 46, 10, 32, 8, 1, 3
2022/1/28, 37, 9, 27, 15, 1, 5
2022/1/29, 33, 8, 31, 7, 1, 3
2022/1/30, 28, 6, 31, 6, 1, 2
2022/1/31, 19, 9, 29, 20, 1, 3
2022/2/1, 32, 13, 33, 20, 1, 3
2022/2/2, 40, 14, 28, 27, 1, 4
2022/2/3, 49, 8, 25, 19, 1, 5
2022/2/4, 31, 9, 32, 14, 1, 3
2022/2/5, 28, 7, 31, 9, 1, 2
2022/2/6, 21, 5, 33, 9, 1, 2
2022/2/7, 17, 10, 23, 17, 1, 3
2022/2/8, 39, 9, 31, 11, 1, 2
2022/2/9, 30, 10, 23, 14, 1, 2
2022/2/10, 49, 6, 31, 7, 1, 2
2022/2/11, 26, 11, 26, 21, 1, 4
2022/2/12, 47, 12, 32, 16, 1, 4
2022/2/13, 52, 13, 30, 15, 1, 4
2022/2/14, 51, 18, 21, 27, 1, 4
2022/2/15, 61, 13, 31, 17, 1, 3
2022/2/16, 47, 4, 33, 12, 1, 2
2022/2/17, 18, 5, 34, 14, 1, 3
2022/2/18, 19, 10, 19, 21, 1, 4
2022/2/19, 39, 8, 32, 7, 1, 3
2022/2/20, 35, 5, 34, 5, 1, 2
2022/2/21, 14, 7, 32, 10, 1, 3
2022/2/22, 26, 5, 36, 6, 1, 2
2022/2/23, 17, 5, 35, 5, 1, 2
2022/2/24, 16, 6, 36, 9, 1, 2
2022/2/25, 21, 10, 41, 13, 1, 3
2022/2/26, 35, 13, 43, 10, 1, 3
2022/2/27, 44, 10, 40, 10, 1, 3
2022/2/28, 32, 16, 40, 18, 1, 3
2022/3/1, 53, 14, 43, 10, 1, 3
2022/3/2, 45, 16, 40, 10, 1, 3
2022/3/3, 56, 11, 33, 10, 1, 2
2022/3/4, 40, 18, 50, 11, 1, 3
2022/3/5, 55, 10, 35, 2, 1, 2
2022/3/6, 34, 8, 36, 6, 1, 2
2022/3/7, 25, 10, 27, 9, 1, 
2022/3/8, 43, 12, 37, 9, 1, 2
2022/3/9, 44, 14, 37, 18, 1, 3
2022/3/10, 49, 18, 52, 13, 1, 3
2022/3/11, 60, 23, 67, 15, 2, 3
2022/3/12, 65, 25, 54, 10, 1, 3
2022/3/13, 70, 17, 43, 10, 1, 2
2022/3/14, 51, 8, 42, 7, 1, 3
2022/3/15, 28, 9, 41, 13, 1, 3
2022/3/16, 28, 15, 44, 13, 1, 3
2022/3/17, 41, 5, 30, 8, , 2
2022/3/18, 26, 5, 31, 9, 2, 4
2022/3/19, 23, 4, 36, 4, 1, 2
2022/3/20, 13, 8, 34, 8, 1, 3
2022/3/21, 27, 6, 29, 13, 1, 2
2022/3/22, 28, 12, 32, 12, 1, 2
2022/3/23, 54, 15, 34, 15, 1, 3
2022/3/24, 63, 18, 44, 16, 1, 3
2022/3/25, 59, 16, 41, 8, , 2
2022/3/26, 49, 8, 39, 4, 1, 2
2022/3/27, 18, 8, 38, 6, 1, 2
2022/3/28, 24, 13, 29, 11, 1, 2
2022/3/29, 42, 13, 41, 10, 1, 2
2022/3/30, 45, 12, 43, 8, 1, 2
2022/3/31, 45, 7, 39, 5, 1, 2
2021/10/1, 12, 9, 40, 5, , 2
